source_pdf,appendix,table_no,table_type,age_range_label,age_min_months,age_max_months,source_pages,scale_code,raw_score,raw_score_min,raw_score_max,raw_score_range_text,development_age_months_label,development_age_months,development_age_comparator,composite_code,composite_name,standard_score_sum,standard_score_sum_label,value_text,value_comparator,value_number,ocr_status,ocr_raw_candidates
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,FM,39,,,,,,,,,,,21,=,21,OCR草稿，需人工校对,21;21
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,40,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18;18
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,EL,40,,,,,,,,,,,28,=,28,OCR草稿，需人工校对,28;28
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,FM,40,,,,,,,,,,,22,=,22,OCR草稿，需人工校对,22;22
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,41,,,,,,,,,,,19,=,19,OCR草稿，需人工校对,19;19
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,EL,41,,,,,,,,,,,28,=,28,OCR草稿，需人工校对,28;28
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,42,,,,,,,,,,,19,=,19,OCR草稿，需人工校对,19;19
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,EL,42,,,,,,,,,,,28,=,28,OCR草稿，需人工校对,28;28
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,43,,,,,,,,,,,19,=,19,OCR草稿，需人工校对,19;19
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,EL,43,,,,,,,,,,,28,=,28,OCR草稿，需人工校对,28;28
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,44,,,,,,,,,,,20,=,20,OCR草稿，需人工校对,20;20
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,EL,44,,,,,,,,,,,28,=,28,OCR草稿，需人工校对,28;28
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,45,,,,,,,,,,,20,=,20,OCR草稿，需人工校对,20;20
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,EL,45,,,,,,,,,,,28,=,28,OCR草稿，需人工校对,28;28
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,46,,,,,,,,,,,20,=,20,OCR草稿，需人工校对,20;20
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,EL,46,,,,,,,,,,,28,=,28,OCR草稿，需人工校对,28;28
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,47,,,,,,,,,,,21,=,21,OCR草稿，需人工校对,21;21
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,EL,47,,,,,,,,,,,28,=,28,OCR草稿，需人工校对,28;28
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,48,,,,,,,,,,,21,=,21,OCR草稿，需人工校对,21;21
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,EL,48,,,,,,,,,,,28,=,28,OCR草稿，需人工校对,28;28
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,49,,,,,,,,,,,21,=,21,OCR草稿，需人工校对,21;21
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,EL,49,,,,,,,,,,,28,=,28,OCR草稿，需人工校对,28;28
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,50,,,,,,,,,,,22,=,22,OCR草稿，需人工校对,22;22
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,EL,50,,,,,,,,,,,28,=,28,OCR草稿，需人工校对,28;28
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,51,,,,,,,,,,,22,=,22,OCR草稿，需人工校对,22;22
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,52,,,,,,,,,,,22,=,22,OCR草稿，需人工校对,22;22
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,53,,,,,,,,,,,23,=,23,OCR草稿，需人工校对,23;23
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,54,,,,,,,,,,,23,=,23,OCR草稿，需人工校对,23;23
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,55,,,,,,,,,,,23,=,23,OCR草稿，需人工校对,23;23
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,56,,,,,,,,,,,24,=,24,OCR草稿，需人工校对,24;24
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,57,,,,,,,,,,,24,=,24,OCR草稿，需人工校对,24;24
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,58,,,,,,,,,,,25,=,25,OCR草稿，需人工校对,25;25
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,59,,,,,,,,,,,25,=,25,OCR草稿，需人工校对,25;25
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,60,,,,,,,,,,,25,=,25,OCR草稿，需人工校对,25;25
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,61,,,,,,,,,,,26,=,26,OCR草稿，需人工校对,26;26
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,62,,,,,,,,,,,26,=,26,OCR草稿，需人工校对,26;26
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,63,,,,,,,,,,,26,=,26,OCR草稿，需人工校对,26;26
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,64,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27;27
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,65,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27;27
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,66,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27;27
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,67,,,,,,,,,,,28,=,28,OCR草稿，需人工校对,28;28
PEP-3常模(2025).pdf,附表3,3.1,raw_score_to_scaled_score,2岁0个月-2岁5个月,24,29,27,CVP,68,,,,,,,,,,,28,=,28,OCR草稿，需人工校对,28;28
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,CVP,0,,,,,,,,,,,3,=,3,OCR草稿，需人工校对,3
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,0,,,,,,,,,,,6,=,6,OCR草稿，需人工校对,6
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,RL,0,,,,,,,,,,,5,=,5,OCR草稿，需人工校对,5;5
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,VMI,0,,,,,,,,,,,4,=,4,OCR草稿，需人工校对,4
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,SR,0,,,,,,,,,,,3,=,3,OCR草稿，需人工校对,3;3
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,PB,0,,,,,,,,,,,6,=,6,OCR草稿，需人工校对,6;6
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,PSC,0,,,,,,,,,,,1,=,1,OCR草稿，需人工校对,1;1
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,0,,,,,,,,,,,1,=,1,OCR草稿，需人工校对,1;1
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,1,,,,,,,,,,,7,=,7,OCR草稿，需人工校对,7
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,VMI,1,,,,,,,,,,,5,=,5,OCR草稿，需人工校对,5
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,SR,1,,,,,,,,,,,3,=,3,OCR草稿，需人工校对,3;3
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,PB,1,,,,,,,,,,,6,=,6,OCR草稿，需人工校对,6
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,PSC,1,,,,,,,,,,,2,=,2,OCR草稿，需人工校对,2
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,1,,,,,,,,,,,1,=,1,OCR草稿，需人工校对,1
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,2,,,,,,,,,,,7,=,7,OCR草稿，需人工校对,7
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,VMI,2,,,,,,,,,,,5,=,5,OCR草稿，需人工校对,5
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,SR,2,,,,,,,,,,,4,=,4,OCR草稿，需人工校对,4
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,2,,,,,,,,,,,2,=,2,OCR草稿，需人工校对,2
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,3,,,,,,,,,,,8,=,8,OCR草稿，需人工校对,8
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,SR,3,,,,,,,,,,,4,=,4,OCR草稿，需人工校对,4
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,PB,3,,,,,,,,,,,7,=,7,OCR草稿，需人工校对,7
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,3,,,,,,,,,,,22,=,22,OCR草稿，需人工校对；候选值冲突,22;2
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,4,,,,,,,,,,,8,=,8,OCR草稿，需人工校对,8
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,5,,,,,,,,,,,3,=,3,OCR草稿，需人工校对,3
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,6,,,,,,,,,,,8,=,8,OCR草稿，需人工校对,8
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AE,6,,,,,,,,,,,23,=,23,OCR草稿，需人工校对,23
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,7,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AE,7,,,,,,,,,,,4,=,4,OCR草稿，需人工校对,4
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,7,,,,,,,,,,,5,=,5,OCR草稿，需人工校对,5
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AE,8,,,,,,,,,,,4,=,4,OCR草稿，需人工校对,4
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,CMB,8,,,,,,,,,,,2,=,2,OCR草稿，需人工校对,T2？
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,PB,8,,,,,,,,,,,889,=,889,OCR草稿，需人工校对,8899
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,8,,,,,,,,,,,5,=,5,OCR草稿，需人工校对,5
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,9,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,CVB,9,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,10,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,VMI,10,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AE,10,,,,,,,,,,,445,=,445,OCR草稿，需人工校对,445C
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,CVB,10,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,PSC,10,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,10,,,,,,,,,,,67,=,67,OCR草稿，需人工校对,67
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,11,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,FM,11,,,,,,,,,,,22,=,22,OCR草稿，需人工校对,22
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,VMI,11,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,CVB,11,,,,,,,,,,,788,=,788,OCR草稿，需人工校对,7889910 10 11、
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,PSC,11,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,12,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,VMI,12,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11;11
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AE,12,,,,,,,,,,,607,=,607,OCR草稿，需人工校对,6O7
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,SR,12,,,,,,,,,,,677,=,677,OCR草稿，需人工校对,677899;67789g
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,CVB,12,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,PB,12,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,PSC,12,,,,,,,,,,,567,=,567,OCR草稿，需人工校对,56789 1011 12
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,VMI,13,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,SR,13,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,CVB,13,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,PSC,13,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,14,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,VMI,14,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AE,14,,,,,,,,,,,678,=,678,OCR草稿，需人工校对,6788
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,SR,14,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11;11
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,CVB,14,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,PSC,14,,,,,,,,,,,14,=,14,OCR草稿，需人工校对,14;14
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,14,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,20,,,,,,,,,,,14,=,14,OCR草稿，需人工校对,14
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,21,,,,,,,,,,,14,=,14,OCR草稿，需人工校对,14
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,22,,,,,,,,,,,121,=,121,OCR草稿，需人工校对,12121313141414
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,PB,22,,,,,,,,,,,151,=,151,OCR草稿，需人工校对,15 161718192021
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,22,,,,,,,,,,,15,=,15,OCR草稿，需人工校对,15
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,23,,,,,,,,,,,15,=,15,OCR草稿，需人工校对,15
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,23,,,,,,,,,,,16,=,16,OCR草稿，需人工校对,16
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,24,,,,,,,,,,,15,=,15,OCR草稿，需人工校对,15
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,24,,,,,,,,,,,17,=,17,OCR草稿，需人工校对,17
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,25,,,,,,,,,,,16,=,16,OCR草稿，需人工校对,16
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,25,,,,,,,,,,,17,=,17,OCR草稿，需人工校对,17
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,26,,,,,,,,,,,16,=,16,OCR草稿，需人工校对,16
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,26,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,27,,,,,,,,,,,16,=,16,OCR草稿，需人工校对,16
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,27,,,,,,,,,,,19,=,19,OCR草稿，需人工校对,19
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,28,,,,,,,,,,,17,=,17,OCR草稿，需人工校对,17
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,AB,28,,,,,,,,,,,20,=,20,OCR草稿，需人工校对,20
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,30,,,,,,,,,,,17,=,17,OCR草稿，需人工校对；候选值冲突,17;18
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,32,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,33,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,EL,34,,,,,,,,,,,19,=,19,OCR草稿，需人工校对,19
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,RL,34,,,,,,,,,,,15,=,15,OCR草稿，需人工校对,15
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,28,RL,35,,,,,,,,,,,15,=,15,OCR草稿，需人工校对,15;15
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,36,,,,,,,,,,,21,=,21,OCR草稿，需人工校对,21
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,37,,,,,,,,,,,22,=,22,OCR草稿，需人工校对,22
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,38,,,,,,,,,,,22,=,22,OCR草稿，需人工校对,22
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,FM,38,,,,,,,,,,,17,=,17,OCR草稿，需人工校对,17
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,39,,,,,,,,,,,23,=,23,OCR草稿，需人工校对,23
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,FM,39,,,,,,,,,,,17,=,17,OCR草稿，需人工校对；候选值冲突,4山9ghc;17
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,40,,,,,,,,,,,23,=,23,OCR草稿，需人工校对,23
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,41,,,,,,,,,,,23,=,23,OCR草稿，需人工校对,23
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,42,,,,,,,,,,,24,=,24,OCR草稿，需人工校对,24
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,43,,,,,,,,,,,24,=,24,OCR草稿，需人工校对,24
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,44,,,,,,,,,,,25,=,25,OCR草稿，需人工校对,25
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,45,,,,,,,,,,,25,=,25,OCR草稿，需人工校对,25
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,46,,,,,,,,,,,25,=,25,OCR草稿，需人工校对,25
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,47,,,,,,,,,,,26,=,26,OCR草稿，需人工校对,26
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,48,,,,,,,,,,,26,=,26,OCR草稿，需人工校对,26
PEP-3常模(2025).pdf,附表3,3.2,raw_score_to_scaled_score,2岁6个月-2岁11个月,30,35,29,EL,50,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表3,3.3,raw_score_to_scaled_score,3岁0个月-3岁5个月,36,41,30,RL,0,,,,,,,,,,,6,=,6,OCR草稿，需人工校对,6;6
PEP-3常模(2025).pdf,附表3,3.3,raw_score_to_scaled_score,3岁0个月-3岁5个月,36,41,30,GM,0,,,,,,,,,,,2,=,2,OCR草稿，需人工校对,2
